risk_event_id,project_id,mp_id,mp_name,detected_on,risk_score,risk_level,risk_reason,review_status,data_type
RE00012343,P02236,MP053,Suresh Joshi,2025-12-07,5.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00012344,P02236,MP053,Suresh Joshi,2025-09-28,26.2,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012345,P02236,MP053,Suresh Joshi,2026-08-17,13.0,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00012346,P02236,MP053,Suresh Joshi,2025-05-04,5.0,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00012347,P02237,MP060,Deepak Nair,2026-08-06,11.6,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012348,P02237,MP060,Deepak Nair,2025-11-30,10.9,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012349,P02237,MP060,Deepak Nair,2025-03-16,20.6,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00012350,P02237,MP060,Deepak Nair,2025-02-23,46.4,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012351,P02237,MP060,Deepak Nair,2025-12-11,37.2,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012352,P02237,MP060,Deepak Nair,2026-03-20,37.3,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012353,P02238,MP007,Vikram Singh,2025-01-27,21.2,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00012354,P02238,MP007,Vikram Singh,2026-04-22,27.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00012355,P02238,MP007,Vikram Singh,2026-08-16,20.8,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012356,P02238,MP007,Vikram Singh,2026-07-23,32.9,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012357,P02239,MP014,Manoj Mehta,2025-05-20,5.0,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00012358,P02239,MP014,Manoj Mehta,2025-08-03,5.3,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012359,P02239,MP014,Manoj Mehta,2026-07-04,8.8,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012360,P02239,MP014,Manoj Mehta,2025-04-28,21.4,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012361,P02240,MP021,Neha Sharma,2025-04-13,11.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012362,P02240,MP021,Neha Sharma,2026-06-27,45.6,MEDIUM,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00012363,P02240,MP021,Neha Sharma,2026-03-14,32.3,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00012364,P02240,MP021,Neha Sharma,2026-08-13,46.9,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012365,P02240,MP021,Neha Sharma,2025-07-18,31.9,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012366,P02240,MP021,Neha Sharma,2026-08-14,55.6,MEDIUM,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00012367,P02240,MP021,Neha Sharma,2026-01-19,65.4,MEDIUM,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00012368,P02241,MP028,Pooja Joshi,2025-06-01,27.0,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012369,P02241,MP028,Pooja Joshi,2025-06-11,29.7,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012370,P02241,MP028,Pooja Joshi,2026-02-07,25.1,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012371,P02241,MP028,Pooja Joshi,2026-03-26,33.9,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012372,P02241,MP028,Pooja Joshi,2025-04-06,44.9,MEDIUM,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012373,P02241,MP028,Pooja Joshi,2025-01-23,36.5,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012374,P02241,MP028,Pooja Joshi,2026-05-27,58.2,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00012375,P02242,MP035,Ravi Nair,2026-08-20,5.0,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012376,P02242,MP035,Ravi Nair,2025-01-19,8.9,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012377,P02242,MP035,Ravi Nair,2025-03-07,5.0,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00012378,P02242,MP035,Ravi Nair,2026-04-13,16.4,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00012379,P02242,MP035,Ravi Nair,2025-06-12,15.2,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012380,P02242,MP035,Ravi Nair,2025-07-08,16.5,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012381,P02242,MP035,Ravi Nair,2025-12-31,26.4,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00012382,P02243,MP042,Nitin Singh,2025-10-27,7.9,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012383,P02243,MP042,Nitin Singh,2025-07-04,40.4,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012384,P02243,MP042,Nitin Singh,2026-05-02,25.5,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00012385,P02243,MP042,Nitin Singh,2026-02-02,23.6,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012386,P02243,MP042,Nitin Singh,2026-03-25,20.0,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012387,P02243,MP042,Nitin Singh,2025-06-26,23.7,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00012388,P02244,MP049,Anita Mehta,2026-04-18,57.8,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012389,P02244,MP049,Anita Mehta,2026-07-24,51.3,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012390,P02244,MP049,Anita Mehta,2026-06-19,70.2,HIGH,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00012391,P02244,MP049,Anita Mehta,2026-06-21,64.3,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00012392,P02244,MP049,Anita Mehta,2025-05-09,67.4,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012393,P02244,MP049,Anita Mehta,2026-01-22,71.3,HIGH,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012394,P02245,MP056,Meena Sharma,2026-03-23,5.0,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012395,P02245,MP056,Meena Sharma,2025-11-11,5.7,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012396,P02245,MP056,Meena Sharma,2026-04-18,21.9,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012397,P02245,MP056,Meena Sharma,2026-06-03,14.4,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012398,P02246,MP003,Priya Joshi,2026-07-06,18.7,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012399,P02246,MP003,Priya Joshi,2025-06-15,26.3,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00012400,P02246,MP003,Priya Joshi,2026-02-09,18.8,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012401,P02246,MP003,Priya Joshi,2025-10-31,17.9,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00012402,P02246,MP003,Priya Joshi,2025-10-23,5.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012403,P02246,MP003,Priya Joshi,2026-04-30,12.8,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012404,P02246,MP003,Priya Joshi,2026-02-18,41.3,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012405,P02247,MP010,Arjun Nair,2026-08-03,5.0,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012406,P02247,MP010,Arjun Nair,2025-12-23,5.0,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012407,P02247,MP010,Arjun Nair,2025-09-27,14.4,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00012408,P02247,MP010,Arjun Nair,2026-06-02,5.0,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012409,P02247,MP010,Arjun Nair,2025-02-28,5.0,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00012410,P02247,MP010,Arjun Nair,2025-08-23,9.1,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00012411,P02247,MP010,Arjun Nair,2025-08-31,14.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012412,P02248,MP017,Rahul Singh,2025-09-12,24.8,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012413,P02248,MP017,Rahul Singh,2026-01-25,22.6,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00012414,P02248,MP017,Rahul Singh,2026-07-11,7.2,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00012415,P02248,MP017,Rahul Singh,2026-05-31,23.0,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012416,P02248,MP017,Rahul Singh,2025-04-22,19.1,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012417,P02248,MP017,Rahul Singh,2025-06-27,32.7,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012418,P02248,MP017,Rahul Singh,2026-03-13,45.2,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012419,P02248,MP017,Rahul Singh,2026-02-26,31.2,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012420,P02249,MP024,Kavita Mehta,2026-01-09,5.0,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00012421,P02249,MP024,Kavita Mehta,2025-02-16,5.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012422,P02249,MP024,Kavita Mehta,2026-06-14,5.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00012423,P02249,MP024,Kavita Mehta,2026-08-01,5.0,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012424,P02249,MP024,Kavita Mehta,2026-08-18,17.2,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00012425,P02249,MP024,Kavita Mehta,2025-11-01,5.0,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012426,P02250,MP031,Amit Sharma,2025-02-27,27.6,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012427,P02250,MP031,Amit Sharma,2025-02-07,38.4,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012428,P02250,MP031,Amit Sharma,2026-06-16,13.9,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012429,P02250,MP031,Amit Sharma,2025-08-27,36.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00012430,P02250,MP031,Amit Sharma,2025-03-26,35.5,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012431,P02251,MP038,Suresh Joshi,2026-06-07,5.0,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012432,P02251,MP038,Suresh Joshi,2025-10-27,13.7,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012433,P02251,MP038,Suresh Joshi,2026-07-22,24.3,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012434,P02251,MP038,Suresh Joshi,2026-07-10,18.2,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00012435,P02251,MP038,Suresh Joshi,2026-05-02,13.3,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00012436,P02251,MP038,Suresh Joshi,2025-01-30,6.8,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012437,P02251,MP038,Suresh Joshi,2025-02-22,26.8,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00012438,P02252,MP045,Deepak Nair,2025-04-25,15.7,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012439,P02252,MP045,Deepak Nair,2025-02-27,19.6,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00012440,P02252,MP045,Deepak Nair,2026-06-25,18.9,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012441,P02253,MP052,Vikram Singh,2026-05-01,11.7,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012442,P02253,MP052,Vikram Singh,2026-02-13,20.5,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012443,P02253,MP052,Vikram Singh,2026-05-25,14.2,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00012444,P02254,MP059,Manoj Mehta,2025-02-03,53.2,MEDIUM,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012445,P02254,MP059,Manoj Mehta,2025-01-10,40.9,MEDIUM,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012446,P02254,MP059,Manoj Mehta,2025-06-05,53.7,MEDIUM,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012447,P02254,MP059,Manoj Mehta,2026-02-13,52.8,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00012448,P02254,MP059,Manoj Mehta,2025-01-09,65.9,MEDIUM,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00012449,P02255,MP006,Neha Sharma,2026-05-07,5.0,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012450,P02255,MP006,Neha Sharma,2025-02-11,10.8,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012451,P02255,MP006,Neha Sharma,2025-06-17,5.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012452,P02255,MP006,Neha Sharma,2026-02-28,12.9,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00012453,P02255,MP006,Neha Sharma,2026-02-15,29.7,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012454,P02255,MP006,Neha Sharma,2025-09-29,19.2,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012455,P02255,MP006,Neha Sharma,2025-10-28,34.8,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012456,P02256,MP013,Pooja Joshi,2025-05-25,25.1,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00012457,P02256,MP013,Pooja Joshi,2025-08-22,20.3,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012458,P02256,MP013,Pooja Joshi,2025-05-14,31.1,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012459,P02256,MP013,Pooja Joshi,2025-09-26,22.9,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00012460,P02256,MP013,Pooja Joshi,2025-12-18,40.9,MEDIUM,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00012461,P02256,MP013,Pooja Joshi,2026-03-07,32.3,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012462,P02256,MP013,Pooja Joshi,2025-07-27,46.2,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012463,P02257,MP020,Ravi Nair,2025-12-17,15.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012464,P02257,MP020,Ravi Nair,2025-11-10,13.1,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012465,P02257,MP020,Ravi Nair,2026-03-10,7.5,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00012466,P02258,MP027,Nitin Singh,2026-08-01,17.4,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012467,P02258,MP027,Nitin Singh,2026-06-14,11.8,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012468,P02258,MP027,Nitin Singh,2026-05-07,20.6,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012469,P02258,MP027,Nitin Singh,2026-08-10,22.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012470,P02258,MP027,Nitin Singh,2025-04-11,23.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00012471,P02259,MP034,Anita Mehta,2025-06-24,56.6,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012472,P02259,MP034,Anita Mehta,2026-07-02,61.7,MEDIUM,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00012473,P02259,MP034,Anita Mehta,2025-04-30,66.2,MEDIUM,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00012474,P02259,MP034,Anita Mehta,2025-01-31,64.6,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012475,P02259,MP034,Anita Mehta,2025-12-10,79.0,HIGH,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00012476,P02259,MP034,Anita Mehta,2025-10-16,65.4,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00012477,P02259,MP034,Anita Mehta,2026-05-12,87.6,HIGH,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012478,P02260,MP041,Meena Sharma,2025-12-09,8.8,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00012479,P02260,MP041,Meena Sharma,2025-06-24,5.8,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012480,P02260,MP041,Meena Sharma,2025-03-21,11.7,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00012481,P02260,MP041,Meena Sharma,2026-06-13,20.5,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00012482,P02260,MP041,Meena Sharma,2026-04-04,19.1,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012483,P02260,MP041,Meena Sharma,2025-04-10,20.3,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012484,P02261,MP048,Priya Joshi,2026-01-14,13.1,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012485,P02261,MP048,Priya Joshi,2025-12-22,14.8,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012486,P02261,MP048,Priya Joshi,2026-01-05,29.4,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012487,P02261,MP048,Priya Joshi,2025-11-04,21.8,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00012488,P02261,MP048,Priya Joshi,2026-02-02,39.2,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00012489,P02261,MP048,Priya Joshi,2026-08-24,24.8,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012490,P02261,MP048,Priya Joshi,2025-10-15,46.6,MEDIUM,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012491,P02262,MP055,Arjun Nair,2026-08-23,5.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00012492,P02262,MP055,Arjun Nair,2025-06-09,5.0,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012493,P02262,MP055,Arjun Nair,2025-04-29,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012494,P02263,MP002,Rahul Singh,2026-03-13,34.4,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012495,P02263,MP002,Rahul Singh,2025-08-29,52.4,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012496,P02263,MP002,Rahul Singh,2026-05-05,55.1,MEDIUM,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00012497,P02263,MP002,Rahul Singh,2025-04-27,55.7,MEDIUM,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012498,P02263,MP002,Rahul Singh,2025-07-18,91.7,HIGH,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012499,P02263,MP002,Rahul Singh,2025-12-10,57.4,MEDIUM,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00012500,P02263,MP002,Rahul Singh,2025-03-22,80.6,HIGH,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00012501,P02264,MP009,Kavita Mehta,2026-07-13,5.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00012502,P02264,MP009,Kavita Mehta,2025-08-13,6.1,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00012503,P02264,MP009,Kavita Mehta,2026-05-13,5.4,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00012504,P02264,MP009,Kavita Mehta,2025-10-25,28.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00012505,P02265,MP016,Amit Sharma,2025-06-09,69.9,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012506,P02265,MP016,Amit Sharma,2025-01-31,56.6,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012507,P02265,MP016,Amit Sharma,2026-05-30,72.3,HIGH,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00012508,P02265,MP016,Amit Sharma,2026-05-12,61.7,MEDIUM,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012509,P02266,MP023,Suresh Joshi,2025-05-28,6.9,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012510,P02266,MP023,Suresh Joshi,2026-07-27,20.9,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00012511,P02266,MP023,Suresh Joshi,2026-06-16,5.5,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012512,P02266,MP023,Suresh Joshi,2025-02-15,13.1,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012513,P02266,MP023,Suresh Joshi,2025-02-16,23.0,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012514,P02266,MP023,Suresh Joshi,2025-08-25,23.7,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012515,P02266,MP023,Suresh Joshi,2025-06-11,20.8,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012516,P02267,MP030,Deepak Nair,2026-05-28,42.4,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012517,P02267,MP030,Deepak Nair,2025-09-29,20.7,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00012518,P02267,MP030,Deepak Nair,2025-08-18,37.8,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00012519,P02267,MP030,Deepak Nair,2026-01-20,37.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00012520,P02268,MP037,Vikram Singh,2026-05-30,5.5,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012521,P02268,MP037,Vikram Singh,2026-07-12,20.4,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00012522,P02268,MP037,Vikram Singh,2025-09-22,6.4,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012523,P02268,MP037,Vikram Singh,2026-06-25,18.5,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00012524,P02268,MP037,Vikram Singh,2026-02-23,28.6,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00012525,P02268,MP037,Vikram Singh,2026-01-11,19.2,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00012526,P02268,MP037,Vikram Singh,2025-11-17,29.0,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00012527,P02268,MP037,Vikram Singh,2025-10-28,26.7,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00012528,P02269,MP044,Manoj Mehta,2026-03-27,7.9,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00012529,P02269,MP044,Manoj Mehta,2025-02-09,19.1,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00012530,P02269,MP044,Manoj Mehta,2025-02-23,15.3,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012531,P02269,MP044,Manoj Mehta,2026-05-02,5.7,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00012532,P02269,MP044,Manoj Mehta,2025-06-26,29.2,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00012533,P02269,MP044,Manoj Mehta,2025-10-14,42.6,MEDIUM,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00012534,P02269,MP044,Manoj Mehta,2026-05-20,33.3,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00012535,P02269,MP044,Manoj Mehta,2025-09-03,27.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00012536,P02270,MP051,Neha Sharma,2025-02-12,14.6,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00012537,P02270,MP051,Neha Sharma,2025-11-07,28.6,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00012538,P02270,MP051,Neha Sharma,2026-01-03,33.6,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00012539,P02270,MP051,Neha Sharma,2025-03-14,36.3,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00012540,P02270,MP051,Neha Sharma,2025-04-14,35.1,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00012541,P02270,MP051,Neha Sharma,2026-04-26,38.5,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00012542,P02270,MP051,Neha Sharma,2025-04-30,36.9,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00012543,P02270,MP051,Neha Sharma,2025-05-09,29.5,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
